RA,Fase,Turma,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,ano_base,INDE 2023,Pedra 2023,Data de Nasc,Idade,Pedra 23,INDE 23,IPP,Mat,Por,Ing,INDE 2024,Pedra 2024,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Defasagem_final,Avaliador1_id,Avaliador2_id,Avaliador3_id,Avaliador4_id,Avaliador5_id,Avaliador6_id,FaseIdeal_txt,Fase_num,Fase_sufixo,FaseIdeal_num,ra_num,INDE_final,INDE_fonte,PEDRA_final,PEDRA_fonte
RA-57,FASE 6,6A,,,Masculino,2017,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.305,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,8.0,5.63,,7.2,,,,,,7.755,5.0,,,,2023,6.450875,Agata,2006-09-07,17,,,7.96875,7.8,6.8,7.0,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,57,6.450875,INDE 2023,Agata,Pedra 2023
RA-58,FASE 6,6A,,,Masculino,2017,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.136,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,9.7,6.26,,8.1,,,,,,8.3825,10.0,,,,2023,7.70625,Ametista,2007-03-05,16,,,8.4375,7.8,6.5,10.0,,,,,,,0,24,7,23,8,,,Fase 6 (2º EM),6,,6,58,7.70625,INDE 2023,Ametista,Pedra 2023
RA-59,FASE 6,6A,,,Masculino,2022,Privada - Programa de Apadrinhamento,,,Ametista,7.642,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,7.5,9.6,5.63,,7.2,,,,,,8.4225,5.0,,,,2023,7.692291667,Ametista,2005-11-10,18,,,8.28125,7.7,6.8,7.2,,,,,,,-2,24,7,23,8,,,Fase 8 (Universitários),6,,8,59,7.692291667,INDE 2023,Ametista,Pedra 2023
RA-1216,FASE 6,6A,,,Feminino,2023,Concluiu o 3º EM,,,,,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,9.6,9.0,5.63,,7.9,,,,,,7.795,5.0,,,,2023,7.7105,Ametista,2004-03-15,19,,,7.5,8.7,5.3,9.7,,,,,,,-2,24,7,23,8,,,Fase 8 (Universitários),6,,8,1216,7.7105,INDE 2023,Ametista,Pedra 2023
RA-78,FASE 6,6A,,,Feminino,2018,Privada - Programa de Apadrinhamento,Ametista,Ágata,Ametista,7.04,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,7.7,6.26,,6.7,,,,,,8.0025,5.0,,,,2023,6.434625,Agata,2005-03-09,18,,,8.28125,8.5,4.8,6.8,,,,,,,-2,24,7,23,8,,,Fase 8 (Universitários),6,,8,78,6.434625,INDE 2023,Agata,Pedra 2023
RA-79,FASE 6,6A,,,Feminino,2018,Privada - Programa de Apadrinhamento,Ametista,Ágata,Ágata,6.847,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,5.8,6.2,5.0,,7.6,,,,,,7.59,5.0,,,,2023,6.635883333,Agata,2006-08-10,17,,,7.8125,6.0,7.7,9.0,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,79,6.635883333,INDE 2023,Agata,Pedra 2023
RA-61,FASE 6,6A,,,Masculino,2021,Pública,,Ágata,Ametista,7.533,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,8.3,7.0,6.26,,6.2,,,,,,7.4625,10.0,,,,2023,7.382108333,Ametista,2007-03-20,16,,,7.96875,6.7,4.3,7.5,,,,,,,0,24,7,23,8,,,Fase 6 (2º EM),6,,6,61,7.382108333,INDE 2023,Ametista,Pedra 2023
RA-63,FASE 6,6A,,,Masculino,2018,Pública,Ametista,Ametista,Topázio,8.282,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,6.7,9.0,6.89,,8.7,,,,,,8.9675,5.0,,,,2023,8.0641,Topázio,2006-07-10,17,,,8.75,9.3,7.3,9.5,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,63,8.0641,INDE 2023,Topázio,Pedra 2023
RA-64,FASE 6,6A,,,Feminino,2019,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,7.368,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,7.5,9.2,6.89,,6.7,,,,,,7.9625,5.0,,,,2023,7.452541667,Ametista,2006-06-07,17,,,7.34375,7.0,6.0,7.2,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,64,7.452541667,INDE 2023,Ametista,Pedra 2023
RA-48,FASE 6,6A,,,Feminino,2017,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,8.006,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,6.7,8.4,6.26,,7.7,,,,,,7.6275,10.0,,,,2023,7.797058333,Ametista,2007-05-21,16,,,7.65625,8.3,5.7,9.0,,,,,,,0,24,7,23,8,,,Fase 6 (2º EM),6,,6,48,7.797058333,INDE 2023,Ametista,Pedra 2023
RA-109,FASE 6,6A,,,Masculino,2021,Privada - Programa de Apadrinhamento,,Ametista,Topázio,8.512,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,8.3,9.9,7.52,,8.3,,,,,,8.59,5.0,,,,2023,8.3184,Topázio,2006-07-10,17,,,8.75,7.0,8.2,9.7,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,109,8.3184,INDE 2023,Topázio,Pedra 2023
RA-80,FASE 6,6L,,,Feminino,2017,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,7.29,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,8.3,8.4,6.89,,6.3,,,,,,7.465,5.0,,,,2023,7.252275,Ametista,2006-05-07,17,,,7.96875,8.2,5.7,5.0,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,80,7.252275,INDE 2023,Ametista,Pedra 2023
RA-91,FASE 6,6L,,,Feminino,2016,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,6.645,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,10.0,7.4,6.89,,7.4,,,,,,7.4675,5.0,,,,2023,7.42395,Ametista,2006-10-10,17,,,7.8125,9.5,5.0,7.7,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,91,7.42395,INDE 2023,Ametista,Pedra 2023
RA-1217,FASE 6,6L,,,Feminino,2023,Pública,,,,,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,7.9,5.63,,5.9,,,,,,7.38,5.0,,,,2023,6.064625,Agata,2006-03-31,17,,,7.65625,7.0,4.0,6.7,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,1217,6.064625,INDE 2023,Agata,Pedra 2023
RA-92,FASE 6,6L,,,Feminino,2016,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ágata,6.957,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,9.6,9.4,5.63,,6.7,,,,,,7.045,5.0,,,,2023,7.375916667,Ametista,2006-12-09,17,,,7.1875,8.7,4.8,6.7,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,92,7.375916667,INDE 2023,Ametista,Pedra 2023
RA-96,FASE 6,6L,,,Masculino,2021,Privada - Programa de Apadrinhamento,,Ametista,Ametista,7.54,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,9.6,8.9,7.52,,6.4,,,,,,7.84,5.0,,,,2023,7.610791667,Ametista,2006-01-21,17,,,7.65625,6.8,4.8,7.7,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,96,7.610791667,INDE 2023,Ametista,Pedra 2023
RA-1218,FASE 6,6L,,,Masculino,2023,Pública,,,,,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,7.5,9.2,5.0,,5.3,,,,,,7.1325,5.0,,,,2023,6.8265,Agata,2006-06-20,17,,,7.5,6.7,3.5,5.7,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,1218,6.8265,INDE 2023,Agata,Pedra 2023
RA-1219,FASE 6,6L,,,Feminino,2023,Pública,,,,,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,8.8,6.5,5.63,,6.3,,,,,,7.38,10.0,,,,2023,7.215141667,Ametista,2007-03-02,16,,,7.34375,7.2,5.5,6.3,,,,,,,0,24,7,23,8,,,Fase 6 (2º EM),6,,6,1219,7.215141667,INDE 2023,Ametista,Pedra 2023
RA-1220,FASE 6,6L,,,Feminino,2023,Pública,,,,,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,9.0,5.0,,6.8,,,,,,7.63,5.0,,,,2023,6.46725,Agata,2005-12-16,17,,,7.8125,8.8,5.3,6.3,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,1220,6.46725,INDE 2023,Agata,Pedra 2023
RA-84,FASE 6,6L,,,Feminino,2018,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,6.682,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,8.8,2.52,,6.0,,,,,,7.6725,5.0,,,,2023,6.034416667,Agata,2005-11-10,18,,,7.8125,6.8,5.8,5.5,,,,,,,-2,24,7,23,8,,,Fase 8 (Universitários),6,,8,84,6.034416667,INDE 2023,Agata,Pedra 2023
RA-99,FASE 6,6L,,,Masculino,2019,Pública,Ágata,Ágata,Ágata,6.158,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,7.9,8.3,5.63,,4.5,,,,,,7.4225,5.0,,,,2023,6.68045,Agata,2006-04-21,17,,,7.8125,4.7,4.0,4.8,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,99,6.68045,INDE 2023,Agata,Pedra 2023
RA-87,FASE 6,6L,,,Masculino,2021,Privada - Programa de Apadrinhamento,,Ametista,Topázio,8.712,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,7.5,10.0,5.63,,9.3,,,,,,8.385,10.0,,,,2023,8.6625,Topázio,2007-09-26,16,,,8.125,9.5,8.7,9.7,,,,,,,0,24,7,23,8,,,Fase 6 (2º EM),6,,6,87,8.6625,INDE 2023,Topázio,Pedra 2023
RA-89,FASE 6,6L,,,Masculino,2021,Pública,,Quartzo,Ametista,7.323,,,,4,avaliador-24,,avaliador-7,,avaliador-23,,avaliador-8,,8.3,8.1,5.0,,5.1,,,,,,7.465,5.0,,,,2023,6.700775,Agata,2006-06-22,17,,,7.34375,6.3,2.3,6.7,,,,,,,-1,24,7,23,8,,,Fase 7 (3º EM),6,,7,89,6.700775,INDE 2023,Agata,Pedra 2023
RA-1221,FASE 7,7A,,,Feminino,2023,Concluiu o 3º EM,,,,,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,9.2,9.1,6.26,,8.7,,,,,,8.09,5.0,,,,2023,8.027466667,Topázio,2001-10-15,22,,,8.0,8.2,8.0,10.0,,,,,,,-1,32,7,23,8,,,Fase 8 (Universitários),7,,8,1221,8.027466667,INDE 2023,Topázio,Pedra 2023
RA-27,FASE 7,7A,,,Masculino,2016,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,7.124,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,6.7,7.7,6.89,,6.9,,,,,,8.8825,10.0,,,,2023,7.921266667,Ametista,2006-01-05,17,,,8.625,7.0,5.8,8.0,,,,,,,0,32,7,23,8,,,Fase 7 (3º EM),7,,7,27,7.921266667,INDE 2023,Ametista,Pedra 2023
RA-1222,FASE 7,7A,,,Feminino,2023,Nenhuma das opções acima,,,,,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,7.1,10.0,5.63,,6.8,,,,,,6.005,5.0,,,,2023,7.026466667,Ametista,2003-12-11,19,,,6.875,5.0,6.5,9.0,,,,,,,-1,32,7,23,8,,,Fase 8 (Universitários),7,,8,1222,7.026466667,INDE 2023,Ametista,Pedra 2023
RA-32,FASE 7,7A,,,Feminino,2018,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.37,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,8.2,3.77,,7.9,,,,,,6.8775,10.0,,,,2023,6.716666667,Agata,2006-04-01,17,,,7.375,9.0,5.8,9.0,,,,,,,0,32,7,23,8,,,Fase 7 (3º EM),7,,7,32,6.716666667,INDE 2023,Agata,Pedra 2023
RA-19,FASE 7,7A,,,Feminino,2022,Nenhuma das opções acima,,,Ametista,7.665,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,7.9,9.4,5.63,,7.8,,,,,,8.1725,5.0,,,,2023,7.710866667,Ametista,2003-11-22,19,,,7.75,7.7,7.0,8.8,,,,,,,-1,32,7,23,8,,,Fase 8 (Universitários),7,,8,19,7.710866667,INDE 2023,Ametista,Pedra 2023
RA-62,FASE 7,7A,,,Feminino,2022,Pública,,,Ametista,7.891,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,0.0,9.8,6.89,,7.5,,,,,,8.215,10.0,,,,2023,7.610333333,Ametista,2005-12-31,17,,,8.25,9.3,6.8,6.3,,,,,,,0,32,7,23,8,,,Fase 7 (3º EM),7,,7,62,7.610333333,INDE 2023,Ametista,Pedra 2023
RA-1223,FASE 7,7A,,,Masculino,2023,Pública,,,,,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,8.8,9.3,5.0,,9.0,,,,,,7.2925,10.0,,,,2023,8.187766667,Topázio,2006-11-01,17,,,6.875,9.5,8.3,9.3,,,,,,,0,32,7,23,8,,,Fase 7 (3º EM),7,,7,1223,8.187766667,INDE 2023,Topázio,Pedra 2023
RA-38,FASE 7,7A,,,Feminino,2017,Privada - Programa de Apadrinhamento,Ametista,Ametista,Topázio,8.523,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,9.6,9.7,7.52,,7.7,,,,,,8.8825,10.0,,,,2023,8.835333333,Topázio,2005-12-23,17,,,8.75,8.2,8.8,6.0,,,,,,,0,32,7,23,8,,,Fase 7 (3º EM),7,,7,38,8.835333333,INDE 2023,Topázio,Pedra 2023
RA-1224,FASE 7,7A,,,Masculino,2023,Concluiu o 3º EM,,,,,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,8.3,9.4,5.0,,8.0,,,,,,7.6325,5.0,,,,2023,7.5524,Ametista,2003-01-09,20,,,7.125,8.2,6.3,9.5,,,,,,,-1,32,7,23,8,,,Fase 8 (Universitários),7,,8,1224,7.5524,INDE 2023,Ametista,Pedra 2023
RA-39,FASE 7,7A,,,Feminino,2017,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,6.033,,,,4,avaliador-32,,avaliador-7,,avaliador-23,,avaliador-8,,9.6,9.1,7.52,,7.8,,,,,,8.7575,10.0,,,,2023,8.710333333,Topázio,2006-01-19,17,,,8.75,8.3,7.8,7.2,,,,,,,0,32,7,23,8,,,Fase 7 (3º EM),7,,7,39,8.710333333,INDE 2023,Topázio,Pedra 2023
RA-1225,FASE 7,7E,,,Feminino,2023,Concluiu o 3º EM,,,,,,,,,,,,,,,,,7.5,,2.52,,,,,,,,,5.0,,,,2023,,,2005-01-29,18,,,,,,,,,,,,,-1,,,,,,,Fase 8 (Universitários),7,,8,1225,,,,
RA-76,FASE 7,7E,,,Feminino,2017,Privada *Parcerias com Bolsa 100%,Ametista,Topázio,Topázio,9.105,,,,,,,,,,,,,10.0,,2.52,,,,,,,,,10.0,,,,2023,,,2007-12-31,15,,,,,,,,,,,,,2,,,,,,,Fase 5 (1º EM),7,,5,76,,,,
RA-26,FASE 7,7E,,,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,Topázio,8.677,,,,,,,,,,,,,0.0,,7.52,,,,,,,,,5.0,,,,2023,,,2005-11-10,18,,,,,,,,,,,,,-1,,,,,,,Fase 8 (Universitários),7,,8,26,,,,
RA-1226,FASE 7,7E,,,Feminino,2023,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,9.2,,7.52,,,,,,,,,10.0,,,,2023,,,2007-09-03,16,,,,,,,,,,,,,1,,,,,,,Fase 6 (2º EM),7,,6,1226,,,,
RA-93,FASE 7,7E,,,Feminino,2016,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,8.941,,,,,,,,,,,,,7.9,,3.14,,,,,,,,,10.0,,,,2023,,,2007-08-13,16,,,,,,,,,,,,,1,,,,,,,Fase 6 (2º EM),7,,6,93,,,,
RA-119,FASE 7,7E,,,Feminino,2016,Privada - Programa de Apadrinhamento,Ametista,Ágata,Ametista,7.501,,,,,,,,,,,,,6.7,,2.52,,,,,,,,,10.0,,,,2023,,,2008-06-19,15,,,,,,,,,,,,,2,,,,,,,Fase 5 (1º EM),7,,5,119,,,,
RA-1227,FASE 7,7E,,,Feminino,2023,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,,,,9.2,,2.52,,,,,,,,,10.0,,,,2023,,,2006-11-15,16,,,,,,,,,,,,,1,,,,,,,Fase 6 (2º EM),7,,6,1227,,,,
RA-1228,FASE 7,7E,,,Feminino,2023,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,,,,7.5,,2.52,,,,,,,,,10.0,,,,2023,,,2006-05-26,17,,,,,,,,,,,,,0,,,,,,,Fase 7 (3º EM),7,,7,1228,,,,
RA-1229,FASE 7,7E,,,Feminino,2023,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,,,,8.3,,7.52,,,,,,,,,10.0,,,,2023,,,2006-07-12,16,,,,,,,,,,,,,1,,,,,,,Fase 6 (2º EM),7,,6,1229,,,,
RA-98,FASE 7,7E,,,Feminino,2017,Privada *Parcerias com Bolsa 100%,Topázio,Topázio,Topázio,9.354,,,,,,,,,,,,,7.9,,2.52,,,,,,,,,10.0,,,,2023,,,2007-11-13,15,,,,,,,,,,,,,2,,,,,,,Fase 5 (1º EM),7,,5,98,,,,
RA-172,FASE 7,7E,,,Feminino,2018,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,8.673,,,,,,,,,,,,,0.0,,3.77,,,,,,,,,10.0,,,,2023,,,2008-01-20,15,,,,,,,,,,,,,2,,,,,,,Fase 5 (1º EM),7,,5,172,,,,
RA-86,FASE 7,7E,,,Masculino,2016,Privada *Parcerias com Bolsa 100%,Topázio,Ametista,Ametista,7.566,,,,,,,,,,,,,8.3,,6.89,,,,,,,,,10.0,,,,2023,,,2006-04-10,17,,,,,,,,,,,,,0,,,,,,,Fase 7 (3º EM),7,,7,86,,,,
RA-1230,FASE 7,7E,,,Feminino,2021,Privada - Programa de Apadrinhamento,,,,,,,,,,,,,,,,,0.0,,2.52,,,,,,,,,10.0,,,,2023,,,2007-02-27,16,,,,,,,,,,,,,1,,,,,,,Fase 6 (2º EM),7,,6,1230,,,,
RA-1231,FASE 8,8A,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2001-09-26,22,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1231,,,,
RA-1232,FASE 8,8A,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-04-18,21,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1232,,,,
RA-1233,FASE 8,8A,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2001-07-30,22,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1233,,,,
RA-1234,FASE 8,8A,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-03-12,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1234,,,,
RA-1235,FASE 8,8A,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-06-25,21,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1235,,,,
RA-1236,FASE 8,8A,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-01-16,21,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1236,,,,
RA-1237,FASE 8,8A,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-03-02,21,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1237,,,,
RA-1238,FASE 8,8A,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-05-27,21,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1238,,,,
RA-1239,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-05-05,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1239,,,,
RA-1240,FASE 8,8B,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-03-28,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1240,,,,
RA-1241,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-12-05,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1241,,,,
RA-1242,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-12-17,19,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1242,,,,
RA-1243,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-04-12,19,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1243,,,,
RA-1244,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-03-28,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1244,,,,
RA-1245,FASE 8,8B,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-10-10,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1245,,,,
RA-1246,FASE 8,8B,,,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-05-16,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1246,,,,
RA-1247,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-05-14,21,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1247,,,,
RA-1248,FASE 8,8B,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-01-13,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1248,,,,
RA-1249,FASE 8,8B,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,1996-08-12,26,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1249,,,,
RA-1250,FASE 8,8B,,,Masculino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-08-07,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1250,,,,
RA-1251,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-02-16,20,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1251,,,,
RA-1252,FASE 8,8B,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2002-03-06,21,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1252,,,,
RA-1253,FASE 8,8D,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,1999-11-27,23,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1253,,,,
RA-1254,FASE 8,8D,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2003-12-30,19,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1254,,,,
RA-1255,FASE 8,8D,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2004-04-03,19,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1255,,,,
RA-1256,FASE 8,8D,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2004-12-24,18,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1256,,,,
RA-1257,FASE 8,8D,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2004-11-30,18,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1257,,,,
RA-1258,FASE 8,8D,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,1998-12-24,24,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1258,,,,
RA-1259,FASE 8,8D,,,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2004-02-02,19,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1259,,,,
RA-1260,FASE 8,8D,,,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,2023,,,2004-08-05,19,,,,,,,,,,,,,0,,,,,,,Fase 8 (Universitários),8,,8,1260,,,,
